web-scraper-order,description_raw,location_raw,price_raw,price,price_cat,mileage_raw,mileage,mileage_cat,fuel_type_raw,fuel_type_Diesel,bfs_name,bfs_number,lat,lon
1733472054-382,"CARADO A 461 2,3 DIESEL FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 47'997.–,47997,20000 - 49999,43'126 km,43126,low,Diesel,1,Ticino,21,45.997154235839844,8.911989212036133
1733472057-383,"PÖSSL R 640 2,3 DIESEL FIAT DUCATO MAXI PROFESSIONAL MULTIJET 160","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 56'997.–,56997,50000 - 99999,29'839 km,29839,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472060-384,"RAPIDO 8096 DF PREMIUM EDITION 2,3 DIESEL FIAT DUCATO MULTIJET 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 67'997.–,67997,50000 - 99999,30'531 km,30531,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472063-385,"ROLLER TEAM KRONOS 267 TL 2,0 TDCI DIESEL FORD","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 57'597.–,57597,50000 - 99999,24'094 km,24094,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472068-386,SUNLIGHT T67 (CITROEN JUMPER 140PS),"INDUSTRIESTRASSE 14, 8355 AADORF",CHF 61'950.–,61950,50000 - 99999,20'500 km,20500,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472073-387,"MALIBU CARTHAGO VAN V 600 DB 2,3 DIESEL FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 54'997.–,54997,50000 - 99999,15'983 km,15983,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472076-388,"KNAUS BOX STAR 630 FREEWAY 2,3 DIESEL 9G-AUTOMAT HOCHDACH H3 FIAT DUCATO MULTIJET 160","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 66'996.–,66996,50000 - 99999,29'233 km,29233,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472078-389,"CARADO CAPRON A 464 2,3 D FIAT DUCATO MULTIJET 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 57'597.–,57597,50000 - 99999,18'286 km,18286,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472083-391,"HYMER YOSEMITE 2,3 DIESEL HUBDACH FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 62'997.–,62997,50000 - 99999,53'988 km,53988,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472091-392,"BÜRSTNER LYSEO TIME IT 727 G HARMONY LINE 2,0 BLUEHDI CITROEN JUMPER","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 62'997.–,62997,50000 - 99999,19'985 km,19985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472094-393,"KNAUS WEINSBERG CARABUS 2,3 DIESEL AUTOMAT HOCHDACH H3 FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 63'997.–,63997,50000 - 99999,16'694 km,16694,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472102-394,"WEINSBERG KNAUS CARABUS 2,3 DIESEL AUTOMAT HOCHDACH H3 FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 63'997.–,63997,50000 - 99999,16'694 km,16694,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472110-396,VW CALI. TDI OCE. ED. LIB. A,"SPISI 9, 1714 HEITENRIED",CHF 67'000.–,67000,50000 - 99999,10'600 km,10600,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472113-397,LAIKA ECOVIP 690,"VIA ALLA FOCE N. 5, 6933 MUZZANO",CHF 54'900.–,54900,50000 - 99999,62'500 km,62500,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472119-398,"ROLLER TEAM LIVINGSTONE 2 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 61'397.–,61397,50000 - 99999,25'869 km,25869,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472124-399,"LAIKA ECOVIP 309 S 2,3 DIESEL FIAT DUCATO MJ2 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 54'697.–,54697,50000 - 99999,49'985 km,49985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472134-400,"ETRUSCO A 6600 BB 2,3 DIESEL FIAT DUCATO MJ 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 57'597.–,57597,50000 - 99999,35'081 km,35081,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472141-401,"ETRUSCO V 6600 SB 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 65'997.–,65997,50000 - 99999,14'589 km,14589,low,Diesel,1,Aargau,19,47.40693283081055,8.31423568725586
1733472147-402,"PILOTE GALAXY G 650 ESSENTIEL 2,3 DIESEL FIAT DUCATO MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 54'997.–,54997,50000 - 99999,57'383 km,57383,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472153-403,"ROLLER TEAM AUTO ROLLER KRONOS 264 TL 2,0 TDCI FORD","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 49'997.–,49997,20000 - 49999,57'859 km,57859,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472159-404,"CARADO I 447 EMOTION 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 180","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 69'997.–,69997,50000 - 99999,19'985 km,19985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472164-405,BÜRSTNER NEXXO T620 G (CITROEN JUMP.),"INDUSTRIESTRASSE 14, 8355 AADORF",CHF 62'950.–,62950,50000 - 99999,14'500 km,14500,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472169-406,"DETHLEFFS JUST 7052 EB 2,2 HDI DIESEL CITROEN JUMPER","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 63'997.–,63997,50000 - 99999,14'231 km,14231,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472175-407,"BENIMAR MILEO 263 2,3 DIESEL FIAT DUCATO MJ 160","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 65'996.–,65996,50000 - 99999,33'854 km,33854,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472180-408,"CHAUSSON TWIST V 594 START SPEZIAL EDITION 2,3  DIESEL FIAT DUCATO MJ 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 49'997.–,49997,20000 - 49999,48'856 km,48856,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472185-409,"PÖSSL GLOBECAR GLOBESTAR 600 L REVOLUTION 2,3 DIESEL AUTOMAT HOCHDACH H3 FIAT DUCATO PROFESSIONAL MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 56'997.–,56997,50000 - 99999,42'124 km,42124,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472191-410,MERCEDES-BENZ MARCO POLO - V 300 D L 4M - HORIZON - 4X4 - AUFSTELLDACH,"STERNMATT 6, 6010 KRIENS / LUZERN",CHF 69'900.–,69900,50000 - 99999,29'600 km,29600,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472198-411,"PILOTE V 630 2,3 DIESEL FIAT DUCATO PROFESSIONAL MJ 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 47'997.–,47997,20000 - 49999,39'985 km,39985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472212-412,"KARMANN DAVIS 590 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 160","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 59'997.–,59997,50000 - 99999,19'985 km,19985,low,Diesel,1,Basel-Landschaft,13,47.41001510620117,7.49330997467041
1733472218-413,"DETHLEFFS TREND T 6767 2,3 DIESEL FIAT DUCATO MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 46'997.–,46997,20000 - 49999,89'985 km,89985,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472224-414,"FORD TRANSIT CUSTOM NUGGET WESTFALIA HOCHDACH H3 2,2 TDCI DIESEL","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 46'997.–,46997,20000 - 49999,42'615 km,42615,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472232-415,"ETRUSCO I 7400 SB COMPLETE SELECTION 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 160","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 81'597.–,81597,50000 - 99999,14'568 km,14568,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472239-416,VW T5 CALIFORNIA 2.0 BI-TDI BEACH EDITION,"WERKSTRASSE 1, 5608 STETTEN",CHF 25'000.–,25000,20000 - 49999,199'800 km,199800,mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472246-417,"PÖSSL V 640 2,3 DIESEL FIAT DUCATO PROFESSIONAL MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 43'997.–,43997,20000 - 49999,54'622 km,54622,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472252-418,"ETRUSCO T 6900 QB 2,0 HDI DIESEL CITROEN JUMPER","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 59'997.–,59997,50000 - 99999,25'019 km,25019,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472258-419,"CHAUSSON 648 TITANIUM VIP 2,3 DIESEL 9G-AUTOMAT FIAT DUCATO MJ 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 64'997.–,64997,50000 - 99999,29'985 km,29985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472264-420,"LAIKA X 595 R 2,3 DIESEL FIAT DUCATO MJ 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 36'797.–,36797,20000 - 49999,79'985 km,79985,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472271-421,"ADRIA SUN LIVING V 65 SL 2,3 DIESEL FIAT DUCATO MJ","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 55'997.–,55997,50000 - 99999,42'601 km,42601,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472280-422,"KNAUS BOX STAR 600 DQ SOLUTION 4 2,3 DIESEL HOCHDACH H3 FIAT DUCATO MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 56'997.–,56997,50000 - 99999,38'286 km,38286,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472287-423,"ROLLER TEAM KRONOS 291 P 2,0 TDCI DIESEL FORD","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 52'997.–,52997,50000 - 99999,19'648 km,19648,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472298-424,"CLEVER VANS TOUR 540 2,2 HDI DIESEL CITROEN JUMPER","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 45'997.–,45997,20000 - 49999,35'586 km,35586,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472309-425,"FORD TRANSIT CUSTOM NUGGET WESTFALIA AUFSTELLDACH 2,0 TDCI DIESEL AUTOMAT","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 54'697.–,54697,50000 - 99999,24'401 km,24401,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472319-426,"WEINSBERG CARABUS 631 ME EDITION FIRE 2,3 DIESEL FIAT DUCATO MULTIJET 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 48'997.–,48997,20000 - 49999,49'985 km,49985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472322-427,VW T6 CALIFORNIA 2.0 TDI 199 BEACH DSG 4M 7 PL.,"DELSBERGERSTRASSE 181, 4242 LAUFEN",CHF 62'900.–,62900,50000 - 99999,26'000 km,26000,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472326-428,"PÖSSL RAODCAR R 540 2,3 DIESEL FIAT DUCATO PROFESSIONAL MJ2 130","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 47'997.–,47997,20000 - 49999,28'689 km,28689,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472330-429,"ETRUSCO CV 600 DB COMPLETE SELECTION 2,3 DIESEL FIAT DUCATO MULTIJET 140","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 55'997.–,55997,50000 - 99999,29'985 km,29985,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472333-430,"VW T6.1 CALIFORNIA 2,0 TDI DSG 4X4 OCEAN EDITION LIBERTY","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 65'997.–,65997,50000 - 99999,54'977 km,54977,low-mid,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472349-431,"VW T6.1 CALIFORNIA 2,0 TDI DSG 4X4 OCEAN EDITION LIBERTY","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 65'997.–,65997,50000 - 99999,45'981 km,45981,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472369-432,"FORD TRANSIT CUSTOM NUGGET WESTFALIA AUFSTELLDACH 2,0 TDCI DIESEL AUTOMAT","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 51'997.–,51997,50000 - 99999,43'867 km,43867,low,Diesel,1,Schaffhausen,14,47.741600036621094,8.709936141967773
1733472382-434,"BÜRSTNER NEXXO TIME T 569 EDITION 30 YEARS 2,0 HDI CITROEN JUMPER","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 52'997.–,52997,50000 - 99999,39'663 km,39663,low,Diesel,1,Zürich,01,47.36789321899414,8.81820297241211
1733472386-435,"ADRIA MATRIX AXESS 670 SL GT EDITION 2,3 DIESEL AUTOMAT FIAT DUCATO MJ 150","ZOLLSTRASSE 33, 8240 THAYNGEN(SH)",CHF 68'997.–,68997,50000 - 99999,48'698 km,48698,low,Diesel,1,Vaud,22,46.83207321166992,6.935480117797852
