web-scraper-order,description_raw,price_raw,mileage_raw,fuel_type_raw,location_raw,price,mileage,fuel_type_Diesel,price_cat,mileage_cat,lat,lon
1733473660-710,VW T6.1 California 2.0 Bi-TDI Beach 4Motion,CHF 69'000.–,30'000 km,Diesel,6968 Sonvico,69000,30000,1,50000 - 99999,low,46.14239501953125,7.159271240234375
1733473667-711,NIESMANN + BISCHOFF Arto 76LE,CHF 84'000.–,45'000 km,Diesel,1896 Vouvry,84000,45000,1,50000 - 99999,low,47.395084381103516,9.59544849395752
1733473670-712,VW T6.1 California 3000 2.0 TDI 204 Ocean DSG 4m,CHF 65'900.–,45'600 km,Diesel,"Kernserstrasse 29, 6060 Sarnen",65900,45600,1,50000 - 99999,low,47.19073486328125,8.869291305541992
1733473673-713,FIAT Chausson Titanium Langsbett mit Hubbett Dieselheizung,CHF 37'900.–,73'550 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",37900,73550,1,20000 - 49999,low-mid,47.55506134033203,7.553959846496582
1733473676-714,FIAT Tec Compack Van Langsbett Nutzlast 760 Kg,CHF 29'900.–,160'400 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",29900,160400,1,20000 - 49999,mid,46.96296691894531,7.148182392120361
1733473679-715,PILOTE P716 - solar- Fiat Ducato 2.3 150 MULTIJET -Ganzjahresreifen,CHF 51'999.–,47'000 km,Diesel,4226 Breitenbach,51999,47000,1,50000 - 99999,low,47.07497024536133,8.270981788635254
1733473683-716,ADRIA 660 SP,CHF 34'900.–,136'800 km,Diesel,"Kantonsstrasse 20, 3940 Steg",34900,136800,1,20000 - 49999,mid,47.213382720947266,7.48664665222168
1733473687-717,ROLLER TEAM Fiat Kronos 290M,CHF 75'800.–,13'990 km,Diesel,"Mettstrasse 113, 2504 Biel/Bienne",75800,13990,1,50000 - 99999,low,46.7801399230957,7.635182857513428
1733473691-718,"FIAT Adria Twin 3,0 Liter  Automat 160 PS",CHF 34'899.–,121'500 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",34899,121500,1,20000 - 49999,mid,47.55992126464844,8.849560737609863
1733473695-719,FIAT Rapido 7098F Seitenbett mit Zusatz Heizung Hinten,CHF 29'900.–,73'900 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",29900,73900,1,20000 - 49999,low-mid,47.395469665527344,8.378390312194824
1733473699-720,FORD Westfalia Kelsey,CHF 57'900.–,20'037 km,Diesel,6953 Lugaggia,57900,20037,1,50000 - 99999,low,47.52518081665039,7.741057872772217
1733473702-721,MERCEDES-BENZ CDI 2.2,CHF 32'500.–,120'000 km,Diesel,8047 Zürich,32500,120000,1,20000 - 49999,mid,46.4036750793457,6.174042224884033
1733473706-722,VW T5 California 2.0 Bi-TDI Comfortline Last Edition,CHF 42'500.–,65'700 km,Diesel,6005 Luzern,42500,65700,1,20000 - 49999,low-mid,46.7747917175293,7.035872936248779
1733473714-724,CITROEN XJ6LMP,CHF 35'000.–,130'000 km,Diesel,4524 Günsberg,35000,130000,1,20000 - 49999,mid,46.727352142333984,6.881355285644531
1733473719-725,FIAT Elnagh Etagenbett 6 Personen Nutzlast 600Kg,CHF 24'900.–,56'600 km,Diesel,"Oberfeldstrasse 13, 8570 Weinfelden",24900,56600,1,20000 - 49999,low-mid,47.298370361328125,8.30258846282959
1733473722-726,"HYMER FREE 540 2,2 DIESEL FIAT DUCATO MJ3 140",CHF 59'997.–,39'985 km,Diesel,"Zollstrasse 33, 8240 Thayngen(SH)",59997,39985,1,50000 - 99999,low,47.265052795410156,7.694267272949219
1733473740-729,VW T6 California 2.0 Bi-TDI Beach Edition 4Motion,CHF 32'900.–,199'999 km,Diesel,8362 Thurgau,32900,199999,1,20000 - 49999,mid,47.30390167236328,7.6932172775268555
1733473745-730,"CHALLENGER Mageo 387-GA""Swiss Limited Edition""Fiat Ducato 2.3MJT 150PS",CHF 53'900.–,37'500 km,Diesel,"Hofackerstrasse 7, 9606 Bütschwil",53900,37500,1,50000 - 99999,low,46.78032302856445,6.653386116027832
1733473754-731,MERCEDES-BENZ Marco Polo 250 d  4M Automat,CHF 91'900.–,12'000 km,Diesel,"Industriestrasse 15, 3661 Uetendorf",91900,12000,1,50000 - 99999,low,47.084228515625,8.311317443847656
1733473761-733,VW T3 Typ 2,CHF 29'900.–,166'000 km,Benzin,5620 Bremgarten,29900,166000,0,20000 - 49999,mid,47.31313705444336,7.93761682510376
1733473766-734,VW Calif. TDI Ocean Lib. 4M Alle Optionen und Diffsperre,CHF 79'900.–,77'000 km,Diesel,"Thunstrasse 32, 3634 Thierachern",79900,77000,1,50000 - 99999,low-mid,46.65320587158203,6.5112624168396
1733473772-735,VW T4 2.5 TDI California Generation,CHF 19'900.–,289'800 km,Diesel,4055 Basel,19900,289800,1,0 - 19999,mid-high,46.091285705566406,7.062888145446777
1733473775-736,CITROEN Pössl Vanster,CHF 36'000.–,11'900 km,Diesel,7206 Igis,36000,11900,1,20000 - 49999,low,46.99585723876953,6.943552494049072
1733473789-738,VW T6 California 2.0 Bi-TDI Ocean 4Motion,CHF 49'800.–,160'000 km,Diesel,6440 Brunnen,49800,160000,1,20000 - 49999,mid,47.2580451965332,9.151252746582031
1733473805-740,VW T5 California 2.0 TDI Comfortline,CHF 43'000.–,85'000 km,Diesel,1907 Saxon,43000,85000,1,20000 - 49999,low-mid,46.99585723876953,6.943552494049072
1733473809-741,MERCEDES-BENZ Viano 2.2CDI Ambiente L 4-Matic,CHF 16'800.–,198'000 km,Diesel,9445 Rebstein,16800,198000,1,0 - 19999,mid,46.314762115478516,6.940620422363281
1733473814-742,NISSAN NP300 Pick-Up,CHF 14'800.–,110'000 km,Diesel,8853 Lachen,14800,110000,1,0 - 19999,mid,47.57505416870117,8.200691223144531
1733473825-744,VW T6.1 California 2.0 Bi-TDI Beach Liberty Spirit,CHF 69'900.–,30'000 km,Diesel,3285 Galmiz,69900,30000,1,50000 - 99999,low,47.449520111083984,8.59673023223877
1733473831-745,MERCEDES-BENZ Marco Polo 300 d 4M Automat,CHF 70'000.–,60'000 km,Diesel,6020 Emmenbrücke,70000,60000,1,50000 - 99999,low-mid,46.30157470703125,7.699810028076172
1733473835-746,VW T6.1 California 2.0 TDI Ocean 4Motion,CHF 62'000.–,57'587 km,Diesel,4512 Bellach,62000,57587,1,50000 - 99999,low-mid,47.405738830566406,8.402216911315918
1733473838-747,VW T6 California 2.0 TDI Beach,CHF 35'900.–,82'500 km,Diesel,3612 Steffisburg,35900,82500,1,20000 - 49999,low-mid,47.44770812988281,9.341081619262695
1733473843-748,MERCEDES-BENZ Marco Polo 200 d,CHF 38'383.–,139'000 km,Diesel,8546 Islikon,38383,139000,1,20000 - 49999,mid,47.08955383300781,7.792457103729248
1733473849-749,VW T6 California 2.0 TDI Ocean Liberty,CHF 44'500.–,54'700 km,Diesel,8962 Bergdietikon,44500,54700,1,20000 - 49999,low-mid,47.32300567626953,8.011993408203125
1733473857-750,FIAT Possel Roadcar 540 Camper van,CHF 42'000.–,35'357 km,Diesel,4304 Giebenach,42000,35357,1,20000 - 49999,low,47.26282501220703,7.965624809265137
1733473873-752,VW T6 California 2.0 TDI Beach Liberty,CHF 34'500.–,126'000 km,Diesel,1756 Onnens,34500,126000,1,20000 - 49999,mid,47.32300567626953,8.011993408203125
1733473879-754,PILOTE,CHF 49'900.–,35'165 km,Diesel,1338 Ballaigues,49900,35165,1,20000 - 49999,low,47.470008850097656,8.210841178894043
1733473882-755,SUNLIGHT,CHF 46'999.–,54'700 km,Diesel,1523 Granges-Marnand,46999,54700,1,20000 - 49999,low-mid,47.470008850097656,8.210841178894043
1733473885-756,MERCEDES-BENZ Marco Polo 220 d 7G-Tronic,CHF 41'500.–,71'000 km,Diesel,5623 Boswil,41500,71000,1,20000 - 49999,low-mid,47.10624313354492,9.068367004394531
1733473890-757,KNAUS VW Knaus Tourer VAN 500 MQ,CHF 69'900.–,18'000 km,Diesel,4704 Niederbipp,69900,18000,1,50000 - 99999,low,46.314762115478516,6.940620422363281
1733473895-758,KNAUS L!ve Wave 700 MX,CHF 89'900.–,35'000 km,Diesel,"Baslerstrasse 35, 4147 Aesch BL",89900,35000,1,50000 - 99999,low,46.777584075927734,7.581113338470459
1733473900-759,FORD 120,CHF 6'500.–,99'232 km,Benzin,"Zugerstrasse 40, 6404 Küssnacht am Rigi",6500,99232,0,0 - 19999,low-mid,47.40855407714844,9.445677757263184
1733473904-760,HYMER EX 578,CHF 37'900.–,33'100 km,Diesel,"Industriezone 10, 4710 BALSTHAL",37900,33100,1,20000 - 49999,low,46.89678192138672,7.218801975250244
1733473930-766,FORD TOURNEO CUSTOM S-Camper,CHF 54'900.–,19'000 km,Diesel,"Prés Morés 12, 1315 La Sarraz",54900,19000,1,50000 - 99999,low,46.93537139892578,7.501008987426758
1733473933-767,VW Westfalia club Joker Camping,CHF 20'900.–,178'800 km,Diesel,"Avenue du Grand-St-Bernard 78, 1920 Martigny",20900,178800,1,20000 - 49999,mid,47.07325744628906,8.349366188049316
1733473937-768,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 69'900.–,14'000 km,Diesel,"Pierre-à-Mazel 25, 2000 Neuchâtel",69900,14000,1,50000 - 99999,low,46.62666320800781,7.6974873542785645
1733473942-769,VW Wölkle Autark,CHF 95'000.–,10'800 km,Diesel,"Industriestrasse 16, 60551 Alpnach Dorf",95000,10800,1,50000 - 99999,low,47.65365982055664,9.1422700881958
1733473945-770,MERCEDES-BENZ Marco Polo 250 d 4M A,CHF 84'800.–,20'000 km,Diesel,"Horben, 9642 Ebnat Kappel",84800,20000,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733473954-771,FORD Hobby T 600,CHF 18'500.–,78'500 km,Diesel,"Zugerstrasse 40, 6404 Küssnacht am Rigi",18500,78500,1,0 - 19999,low-mid,47.169464111328125,7.337916851043701
1733473958-772,VW T6.1 California 2.0 TDI Ocean Liberty,CHF 57'900.–,50'000 km,Diesel,"Pierre-à-Mazel 25, 2000 Neuchâtel",57900,50000,1,50000 - 99999,low,47.4433479309082,8.361494064331055
1733473961-773,VW T6 California 2.0 TDI Beach Edition,CHF 28'900.–,216'800 km,Diesel,"Route Industrielle 12, 1860 Aigle",28900,216800,1,20000 - 49999,mid-high,46.93537139892578,7.501008987426758
1733473970-775,VW Wohnmobil T4 2.5DT Camper,CHF 14'900.–,266'500 km,Diesel,"Mandacherstrasse 9, 5317 Hettenschwil",14900,266500,1,0 - 19999,mid-high,46.93537139892578,7.501008987426758
1733473974-776,VW T6.1 California 2.0 TDI Ocean Liberty 4Motion,CHF 68'900.–,52'000 km,Diesel,"Z.I. Au Vivier 2, 1690 Villaz-St-Pierre",68900,52000,1,50000 - 99999,low-mid,46.93537139892578,7.501008987426758
1733473978-777,MERCEDES-BENZ 208,CHF 3'900.–,229'700 km,Benzin,"Steinackerstrasse 19, 8302 Kloten",3900,229700,0,0 - 19999,mid-high,46.93537139892578,7.501008987426758
1733473983-778,VW T6.1 California 2.0 TDI Beach Edition Spirit 4Motion,CHF 75'900.–,10'000 km,Diesel,"Kantonsstrasse, 3946 Turtmann",75900,10000,1,50000 - 99999,low,46.93537139892578,7.501008987426758
1733473988-779,MERCEDES-BENZ Marco Polo 250 d 4Matic 7G-Tronic,CHF 58'900.–,62'900 km,Diesel,"Merkurstrasse 1, 8953 Dietikon",58900,62900,1,50000 - 99999,low-mid,46.93537139892578,7.501008987426758
1733473992-780,HYMER B 514 SL,CHF 39'000.–,105'500 km,Diesel,"Schöntalstrasse 23, 9032 Engelburg",39000,105500,1,20000 - 49999,mid,47.45909881591797,8.40501594543457
1733473998-781,FORD Rimor Katamarano,CHF 26'990.–,111'700 km,Diesel,"Oberwaldstrasse 7, 3465 Dürrenroth",26990,111700,1,20000 - 49999,mid,47.106346130371094,7.827782154083252
1733474002-782,RMB RMB 680,CHF 27'900.–,167'500 km,Diesel,"Industriering 1000, 5742 Kölliken",27900,167500,1,20000 - 49999,mid,47.02647399902344,6.888902187347412
1733474005-783,PEUGEOT J5,CHF 4'900.–,153'000 km,Diesel,"Luzernerstrasse 4, 4806 Wikon",4900,153000,1,0 - 19999,mid,47.41862106323242,8.684625625610352
1733474014-785,SUN LIVING A9MCB6,CHF 36'900.–,145'600 km,Diesel,"Industriering 1000, 5742 Kölliken",36900,145600,1,20000 - 49999,mid,47.30025863647461,8.836235046386719
1733474019-786,ADRIA Twin Sports 640 SGX,CHF 87'500.–,17'995 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",87500,17995,1,50000 - 99999,low,47.45909881591797,8.40501594543457
1733474024-787,VW T6.1 California 2.0 TDI Ocean 4Motion,CHF 72'900.–,22'000 km,Diesel,"Kestenbergstrasse 32, 5210 Windisch",72900,22000,1,50000 - 99999,low,46.09269332885742,8.924095153808594
1733474027-788,VW T6.1 California 2.0 TDI Ocean 4Motion,CHF 79'500.–,18'000 km,Diesel,"Kestenbergstrasse 32, 5210 Windisch",79500,18000,1,50000 - 99999,low,47.24774932861328,7.651272296905518
1733474030-789,VW T2 21 515 Hochdach,CHF 7'990.–,33'548 km,Benzin,"Am Linthli 10, 8752 Näfels",7990,33548,0,0 - 19999,low,47.40644454956055,8.32979679107666
1733474034-790,FORD Benimar Tessoro 463,CHF 61'900.–,14'000 km,Diesel,"Route Industrielle 12, 1860 Aigle",61900,14000,1,50000 - 99999,low,47.45909881591797,8.40501594543457
1733474044-791,FIAT CAMPER 1.9 TD,CHF 8'700.–,132'216 km,Diesel,"Glütschbachstrasse 9, 3661 Uetendorf",8700,132216,1,0 - 19999,mid,47.32300567626953,8.011993408203125
1733474047-792,MALIBU Van 640 Van charming LE Coupé (Kastenwagen),CHF 72'900.–,14'000 km,Diesel,"Trogenerstrasse 1, 9042 Speicher",72900,14000,1,50000 - 99999,low,47.20256423950195,7.784119606018066
1733474051-793,MERCEDES-BENZ Marco Polo 250 d 4M A,CHF 58'500.–,105'000 km,Diesel,"Mühlemattstrasse 15, 3178 Bösingen",58500,105000,1,50000 - 99999,mid,46.62252426147461,7.067927360534668
1733474057-795,VW California TDI Ocean Lib.,CHF 58'995.–,54'000 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",58995,54000,1,50000 - 99999,low-mid,47.32300567626953,8.011993408203125
1733474060-796,MERCEDES-BENZ Marco Polo 250 d A,CHF 54'495.–,68'900 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",54495,68900,1,50000 - 99999,low-mid,46.93537139892578,7.501008987426758
1733474064-797,MERCEDES-BENZ Marco Polo 300 d 4M A,CHF 69'995.–,68'200 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",69995,68200,1,50000 - 99999,low-mid,46.93537139892578,7.501008987426758
1733474071-799,FIAT Ducato Dethleffs Globetrotter A5890 Esprit,CHF 15'500.–,79'800 km,Diesel,"Brünigstrasse 225, 6072 Sachseln",15500,79800,1,0 - 19999,low-mid,47.45909881591797,8.40501594543457
1733474073-800,ADRIA SONIC Axess I 600 SL,CHF 82'950.–,50'000 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",82950,50000,1,50000 - 99999,low,47.361942291259766,8.052335739135742
1733474077-801,FIAT Malibu Van 600,CHF 49'900.–,57'835 km,Diesel,"Stuben 10, 6030 Ebikon",49900,57835,1,20000 - 49999,low-mid,47.32300567626953,8.011993408203125
1733474082-802,VW T6 Camper Bulli,CHF 30'990.–,121'950 km,Diesel,"Faltschenstrasse 28, 3713 Reichenbach im Kandertal",30990,121950,1,20000 - 49999,mid,47.32300567626953,8.011993408203125
1733474089-803,FIAT HYMER SIGNO 100,CHF 39'900.–,17'500 km,Diesel,"Hauptstrasse 119, 8274 Tägerwilen",39900,17500,1,20000 - 49999,low,47.084922790527344,8.347052574157715
1733474100-805,IVECO Traveler Reisemobil 6 Plätze 7.2t,CHF 77'172.–,165'000 km,Diesel,"Sagenfeldstrasse 2, 6252 Dagmersellen",77172,165000,1,50000 - 99999,mid,47.32300567626953,8.011993408203125
1733474107-806,"VW CRAFTER ""EXTRA LANG  7.4 METER  L5"" !! FÜR CAMPERAUSBAU !! AUTOMAT !!",CHF 34'900.–,257'000 km,Diesel,"BOOLE 7, 2542 PIETERLEN",34900,257000,1,20000 - 49999,mid-high,46.52489471435547,6.537647247314453
1733474113-807,VW T2 Westfalia,CHF 45'500.–,110'500 km,Benzin,"Landstrasse 62, 5436 Würenlos",45500,110500,0,20000 - 49999,mid,47.03999328613281,7.099399566650391
1733474119-808,ADRIA Sun Living A 75 DP,CHF 61'500.–,35'000 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",61500,35000,1,50000 - 99999,low,46.30716323852539,7.961122512817383
1733474161-813,ADRIA Coral XL Plus 660 SL,CHF 92'500.–,35'945 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",92500,35945,1,50000 - 99999,low,47.05255126953125,8.335844993591309
1733474179-816,VW T6 Camperausbau,CHF 33'490.–,127'300 km,Diesel,"Bernstrasse 86, 4953 Schwarzenbach",33490,127300,1,20000 - 49999,mid,47.153602600097656,8.290003776550293
1733474185-817,FIAT Ducato Elnagh Magnum 30,CHF 49'900.–,42'500 km,Diesel,"Centre du Village 1, 2043 Boudevilliers",49900,42500,1,20000 - 49999,low,47.19664001464844,8.882248878479004
1733474216-822,FIAT 280,CHF 8'900.–,143'000 km,Benzin,"Via Cantonale 14, 6805 Mezzovico",8900,143000,0,0 - 19999,mid,46.30784606933594,7.964730739593506
1733474223-823,STEYR EXCAP 12M18 / 035 / 4x4 Steyr Expeditionsmobil,CHF 180'000.–,117'500 km,Diesel,"Moselenweg 4, 4537 Wiedlisbach",180000,117500,1,100000 - 199999,mid,47.41862106323242,8.684625625610352
1733474233-824,VW Gr. California 2.0 600,CHF 64'990.–,22'000 km,Diesel,"Mattächer, 5453 Remetschwil",64990,22000,1,50000 - 99999,low,46.535797119140625,6.548206806182861
1733474243-825,FIAT Ducato,CHF 29'900.–,140'083 km,Diesel,"Dammstrasse 6, 8112 Otelfingen",29900,140083,1,20000 - 49999,mid,47.30467224121094,8.827372550964355
1733474250-826,WINNEBAGO Itasca Sunova,CHF 39'900.–,64'600 km,Benzin,"Industriering 1000, 5742 Kölliken",39900,64600,0,20000 - 49999,low-mid,47.39253234863281,8.177163124084473
1733474257-827,MERCEDES-BENZ Marco Polo 300 d Automat,CHF 79'900.–,58'200 km,Diesel,"Lotzwilstrasse 66, 4900 Langenthal",79900,58200,1,50000 - 99999,low-mid,46.62666320800781,7.6974873542785645
1733474268-828,VW T6 California 2.0 Bi-TDI Ocean GREY 4Motion,CHF 56'500.–,88'250 km,Diesel,"Route de Morlon 47, 1630 Bulle",56500,88250,1,50000 - 99999,low-mid,47.192604064941406,8.860862731933594
1733474277-829,FIAT CARTHAGO E-Line,CHF 49'900.–,74'169 km,Diesel,"Zugerstrasse 40, 6404 Küssnacht am Rigi",49900,74169,1,20000 - 49999,low-mid,47.30390167236328,7.6932172775268555
1733474288-830,ILUSION 590FF,CHF 57'900.–,10'800 km,Diesel,"Industriering 1000, 5742 Kölliken",57900,10800,1,50000 - 99999,low,46.94325256347656,6.840782165527344
1733474306-831,ADRIA Twin Sports 640 SLB,CHF 83'900.–,26'000 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",83900,26000,1,50000 - 99999,low,47.084922790527344,8.347052574157715
1733474313-833,ADRIA Matrix Plus 670 SL,CHF 86'500.–,45'500 km,Diesel,"Worbstrasse 171b, 3073 Gümligen",86500,45500,1,50000 - 99999,low,47.45909881591797,8.40501594543457
1733474318-834,MERCEDES-BENZ Viano 3.0 CDI V6,CHF 22'900.–,212'004 km,Diesel,"Dammstrasse 6, 8112 Otelfingen",22900,212004,1,20000 - 49999,mid-high,46.93537139892578,7.501008987426758
1733474321-835,MERCEDES-BENZ Marco Polo 250 d 4MATIC lang,CHF 82'900.–,19'900 km,Diesel,"Suhrenmattstrasse, 5035 Unterentfelden",82900,19900,1,50000 - 99999,low,46.858455657958984,8.220210075378418
1733474327-837,LAIKA X700,CHF 42'900.–,61'700 km,Diesel,"Industriering 1000, 5742 Kölliken",42900,61700,1,20000 - 49999,low-mid,47.267730712890625,8.147342681884766
1733474330-838,DETHLEFFS Globebus I 6 - GT Grey,CHF 87'500.–,25'000 km,Diesel,"Rankstrasse 1, 6030 Ebikon",87500,25000,1,50000 - 99999,low,47.547218322753906,9.279648780822754
1733474333-839,VW T6 California 2.0 TDI Beach Liberty 4Motion,CHF 44'500.–,98'000 km,Diesel,"Grand-Rue 57, 2606 Corgémont",44500,98000,1,20000 - 49999,low-mid,47.089988708496094,8.523122787475586
1733474339-841,KNAUS Sky TI 700 MEG Platinum Selection,CHF 77'900.–,27'700 km,Diesel,"Industriering 1000, 5742 Kölliken",77900,27700,1,50000 - 99999,low,47.192604064941406,8.860862731933594
1733474342-842,CHEVROLET Chevy Van - 5.7 V8,CHF 59'990.–,38'400 km,Benzin,"Route de la Plaine 20, 1026 Denges",59990,38400,0,50000 - 99999,low,47.192604064941406,8.860862731933594
1733474345-843,VW T6.1 California 2.0 TDI Beach Liberty 7Pl.,CHF 68'900.–,10'900 km,Diesel,"Vinelzstrasse 50, 3235 Erlach",68900,10900,1,50000 - 99999,low,47.192604064941406,8.860862731933594
1733474348-844,VW Grand California 600 2.0 BI-TDI,CHF 68'600.–,13'700 km,Diesel,"Industriestrasse 32, 3900 Brig-Gamsen",68600,13700,1,50000 - 99999,low,47.45933151245117,8.404243469238281
1733474352-845,VW T2 23-517 Camping,CHF 46'900.–,84'000 km,Benzin,"Route de Genève 14, 1131 Tolochenaz / Morges",46900,84000,0,20000 - 49999,low-mid,46.54206466674805,6.6285624504089355
1733474355-846,VW T5 Brücke Hess Extrem,CHF 129'000.–,139'000 km,Diesel,"Industriestrasse 16, 60551 Alpnach Dorf",129000,139000,1,100000 - 199999,mid,47.461795806884766,7.83054780960083
1733474359-847,VW T6 California Beach Liberty 4motion 150PS,CHF 53'995.–,72'074 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",53995,72074,1,50000 - 99999,low-mid,47.71535110473633,8.664718627929688
1733474362-848,MERCEDES-BENZ Marco Polo 250 d  4M A,CHF 72'995.–,46'300 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",72995,46300,1,50000 - 99999,low,47.2048225402832,9.451728820800781
1733474366-849,MERCEDES-BENZ 309 D - Wohnmobil für 2 und Hund. Zeitloser Klassiker!,CHF 44'950.–,173'600 km,Diesel,"Lidostrasse 5, 6006 Luzern",44950,173600,1,20000 - 49999,mid,47.330745697021484,7.836476802825928
1733474379-851,PÖSSL Poessl Citroen Jumper 2.2HDI Road Cruiser D-Line Aufstelldach 162PS,CHF 61'995.–,17'640 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",61995,17640,1,50000 - 99999,low,47.22044372558594,7.975039482116699
1733474383-852,FIAT Carthago C-Tourer,CHF 59'000.–,44'903 km,Diesel,"Ligschwil 12, 6280 Urswil- Hochdorf",59000,44903,1,50000 - 99999,low,47.192604064941406,8.860862731933594
1733474388-853,PILOTE REVERENCE,CHF 27'000.–,133'000 km,Diesel,"Allmeindstrasse 26, 8855 Wangen",27000,133000,1,20000 - 49999,mid,47.45909881591797,8.40501594543457
1733474391-854,VW T6 California 2.0 Bi-TDI Beach Edition 4Motion,CHF 47'900.–,95'000 km,Diesel,"Delfterstrasse 16B, 5001 Aarau",47900,95000,1,20000 - 49999,low-mid,47.330745697021484,7.836476802825928
1733474394-855,VW T6 Calif.ornia TDI Coast Liberty 4MOTION 150PS,CHF 53'995.–,83'100 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",53995,83100,1,50000 - 99999,low-mid,47.45909881591797,8.40501594543457
1733474398-856,FIAT 230/18 Wohnmobil Fleurette,CHF 13'900.–,98'250 km,Diesel,"Büelstrasse 44, 8604 Hegnau / Volketswil",13900,98250,1,0 - 19999,low-mid,47.40855407714844,9.445677757263184
1733474401-857,VW Gr. California 2.0 BI-TDI,CHF 59'995.–,48'800 km,Diesel,"(Navi)Schaffhauserstrasse 320 / Weinlandstrasse 4, 8452 Adlikon bei Andelfingen",59995,48800,1,50000 - 99999,low,46.77983856201172,7.591577529907227
1733474403-858,DETHLEFFS Globevan Camp Two,CHF 49'950.–,12'000 km,Diesel,"Bielstrasse 4, 3902 Glis",49950,12000,1,20000 - 49999,low,47.32300567626953,8.011993408203125
1733474407-859,VW California BiTDI Ocean 4M,CHF 78'800.–,31'000 km,Diesel,"Industriestrasse 2, 8307 Effretikon",78800,31000,1,50000 - 99999,low,47.2048225402832,9.451728820800781
1733474410-860,VW T5 California 2.0 Bi-TDI Comfortline Travel 4Motion,CHF 42'900.–,110'600 km,Diesel,"Route d'Ecublens 28, 1026 Echandens",42900,110600,1,20000 - 49999,mid,47.2048225402832,9.451728820800781
1733474413-861,VW T6 California 2.0 Bi-TDI Beach Liberty 4Motion,CHF 39'900.–,145'900 km,Diesel,"Hintere Wässeristrasse 6, 8340 Hinwil",39900,145900,1,20000 - 49999,mid,46.858455657958984,8.220210075378418
1733474416-862,KNAUS Renault Knaus Tabbert TR Sport,CHF 27'500.–,100'500 km,Diesel,"Sägestrasse 51, 5600 Lenzburg",27500,100500,1,20000 - 49999,mid,46.858455657958984,8.220210075378418
1733474420-863,VW T6 Camper Bulli,CHF 45'990.–,61'100 km,Diesel,"Faltschenstrasse 28, 3713 Reichenbach im Kandertal",45990,61100,1,20000 - 49999,low-mid,47.44741439819336,8.605657577514648
1733474423-864,RENAULT MASTER CAMPER WOHNMOBIL,CHF 37'999.–,59'000 km,Diesel,"Alpenblickstrasse 9c, 8853 Lachen",37999,59000,1,20000 - 49999,low-mid,47.267730712890625,8.147342681884766
1733474426-865,BENIMAR Mileo 224,CHF 29'900.–,176'424 km,Diesel,"Industriezone 10, 4710 BALSTHAL",29900,176424,1,20000 - 49999,mid,46.99585723876953,6.943552494049072
1733474429-866,VW T6.1 California Beach Liberty 2.0 TDI 150CH DSG,CHF 67'500.–,27'000 km,Diesel,"Ch. des Echelles 1, 2016 Cortaillod",67500,27000,1,50000 - 99999,low,47.28337860107422,7.848692417144775
1733474433-867,DETHLEFFS Globetrail 590 C,CHF 54'900.–,37'500 km,Diesel,"Rankstrasse 1, 6030 Ebikon",54900,37500,1,50000 - 99999,low,47.04380798339844,7.273412704467773
1733474437-868,VW California  TDI Coast Lib. 4M,CHF 49'900.–,95'000 km,Diesel,"Via Pian Scairolo 13, 6912 Pazzallo ( Lugano -Pambio Noranco)",49900,95000,1,20000 - 49999,low-mid,47.2048225402832,9.451728820800781
1733474441-869,FIAT Laika Kreos 3009,CHF 42'900.–,117'390 km,Diesel,"Dammstrasse 6, 8112 Otelfingen",42900,117390,1,20000 - 49999,mid,47.2048225402832,9.451728820800781
1733474454-871,SUNLIGHT T67S Citroen Manuell,CHF 59'995.–,25'200 km,Diesel,"Brünigstrasse 225, 6072 Sachseln",59995,25200,1,50000 - 99999,low,47.495887756347656,8.762986183166504
1733474457-872,VW T6 California 3000 2.0 TDI 199 Beach Ed. DSG 4m,CHF 48'500.–,100'000 km,Diesel,"Zollstrasse 1, 9490 Vaduz/FL",48500,100000,1,20000 - 49999,low-mid,47.32300567626953,8.011993408203125
